Run,Question,Provider,Temperature,System Prompt,Correct,Latency,Generated_Response
2,20,openai,0.0,Control Prompt,1,0.3065967559814453,1
2,21,openai,0.0,Control Prompt,1,0.3061399459838867,3
2,22,openai,0.0,Control Prompt,1,0.305495023727417,2
2,23,openai,0.0,Control Prompt,1,0.5111639499664307,2
2,24,openai,0.0,Control Prompt,0,0.41014599800109863,3
2,25,openai,0.0,Control Prompt,1,0.22565126419067383,3
2,26,openai,0.0,Control Prompt,1,0.28127098083496094,1
2,27,openai,0.0,Control Prompt,1,0.2907099723815918,3
2,28,openai,0.0,Control Prompt,1,0.40125584602355957,3
2,29,openai,0.0,Control Prompt,1,0.39949798583984375,4
2,30,openai,0.0,Control Prompt,1,0.45747995376586914,2
2,31,openai,0.0,Control Prompt,1,0.3053441047668457,4
2,32,openai,0.0,Control Prompt,0,0.38208794593811035,3
2,33,openai,0.0,Control Prompt,1,0.31999826431274414,4
2,34,openai,0.0,Control Prompt,1,0.9170081615447998,1
2,35,openai,0.0,Control Prompt,1,0.5118923187255859,1
2,36,openai,0.0,Control Prompt,1,0.6140339374542236,2
2,37,openai,0.0,Control Prompt,1,0.40814995765686035,2
2,38,openai,0.0,Control Prompt,1,0.3853471279144287,4
2,39,openai,0.0,Control Prompt,1,0.433366060256958,1
2,40,openai,0.0,Control Prompt,1,0.3857448101043701,2
2,41,openai,0.0,Control Prompt,1,0.43492889404296875,2
2,42,openai,0.0,Control Prompt,1,0.4040660858154297,3
2,43,openai,0.0,Control Prompt,1,0.30770182609558105,2
2,44,openai,0.0,Control Prompt,1,0.40868091583251953,4
2,45,openai,0.0,Control Prompt,1,0.363908052444458,1
2,46,openai,0.0,Control Prompt,1,0.2488570213317871,1
3,0,openai,0.0,Control Prompt,0,1.7382638454437256,1
3,1,openai,0.0,Control Prompt,1,0.32942700386047363,3
3,2,openai,0.0,Control Prompt,1,0.38445425033569336,3
3,3,openai,0.0,Control Prompt,1,0.40737199783325195,2
3,4,openai,0.0,Control Prompt,1,0.5148179531097412,1
3,5,openai,0.0,Control Prompt,1,0.4063420295715332,4
3,6,openai,0.0,Control Prompt,1,0.40936994552612305,2
3,7,openai,0.0,Control Prompt,1,0.30601024627685547,1
3,8,openai,0.0,Control Prompt,1,0.3064870834350586,4
3,9,openai,0.0,Control Prompt,1,0.40622401237487793,4
3,10,openai,0.0,Control Prompt,1,0.40944480895996094,1
3,11,openai,0.0,Control Prompt,0,0.38526272773742676,1
3,12,openai,0.0,Control Prompt,1,0.5353250503540039,3
3,13,openai,0.0,Control Prompt,0,0.5101239681243896,2
3,14,openai,0.0,Control Prompt,1,0.5089781284332275,3
3,15,openai,0.0,Control Prompt,1,0.30645084381103516,3
3,16,openai,0.0,Control Prompt,1,0.41029906272888184,4
3,17,openai,0.0,Control Prompt,0,0.40712499618530273,2
3,18,openai,0.0,Control Prompt,1,0.4115309715270996,1
3,19,openai,0.0,Control Prompt,1,0.3064310550689697,4
3,20,openai,0.0,Control Prompt,1,0.40793323516845703,1
3,21,openai,0.0,Control Prompt,1,0.3557102680206299,3
3,22,openai,0.0,Control Prompt,1,0.4595630168914795,2
3,23,openai,0.0,Control Prompt,1,0.5131511688232422,2
3,24,openai,0.0,Control Prompt,0,0.3123021125793457,3
3,25,openai,0.0,Control Prompt,1,0.30051493644714355,3
3,26,openai,0.0,Control Prompt,1,1.7371940612792969,1
3,27,openai,0.0,Control Prompt,1,0.41153621673583984,3
3,28,openai,0.0,Control Prompt,1,0.4077742099761963,3
3,29,openai,0.0,Control Prompt,1,0.6128990650177002,4
3,30,openai,0.0,Control Prompt,1,0.5101897716522217,2
3,31,openai,0.0,Control Prompt,1,0.4427311420440674,4
3,32,openai,0.0,Control Prompt,0,0.4767138957977295,3
3,33,openai,0.0,Control Prompt,1,0.6131846904754639,4
3,34,openai,0.0,Control Prompt,1,0.5112161636352539,1
3,35,openai,0.0,Control Prompt,1,0.4270598888397217,1
3,36,openai,0.0,Control Prompt,1,0.49111390113830566,2
3,37,openai,0.0,Control Prompt,1,0.4098176956176758,2
3,38,openai,0.0,Control Prompt,1,0.5110540390014648,4
3,39,openai,0.0,Control Prompt,1,0.41135692596435547,1
3,40,openai,0.0,Control Prompt,1,0.5084400177001953,2
3,41,openai,0.0,Control Prompt,1,0.5093152523040771,2
3,42,openai,0.0,Control Prompt,1,0.4094529151916504,3
3,43,openai,0.0,Control Prompt,1,0.30291104316711426,2
3,44,openai,0.0,Control Prompt,1,0.4096808433532715,4
3,45,openai,0.0,Control Prompt,1,0.3758211135864258,1
3,46,openai,0.0,Control Prompt,1,0.23999309539794922,1
1,0,openai,0.0,Tree-of-Thought Prompt,1,0.5012021064758301,2
1,1,openai,0.0,Tree-of-Thought Prompt,1,0.5113468170166016,3
1,2,openai,0.0,Tree-of-Thought Prompt,1,0.37552475929260254,3
1,3,openai,0.0,Tree-of-Thought Prompt,1,0.4540901184082031,2
1,4,openai,0.0,Tree-of-Thought Prompt,1,0.4716663360595703,1
1,5,openai,0.0,Tree-of-Thought Prompt,1,0.4731459617614746,4
1,6,openai,0.0,Tree-of-Thought Prompt,1,0.5111708641052246,2
1,7,openai,0.0,Tree-of-Thought Prompt,1,0.5269360542297363,1
1,8,openai,0.0,Tree-of-Thought Prompt,1,0.3866729736328125,4
1,9,openai,0.0,Tree-of-Thought Prompt,1,0.6667029857635498,4
1,10,openai,0.0,Tree-of-Thought Prompt,1,0.5248980522155762,1
1,11,openai,0.0,Tree-of-Thought Prompt,0,0.4120802879333496,1
1,12,openai,0.0,Tree-of-Thought Prompt,1,0.43611693382263184,3
1,13,openai,0.0,Tree-of-Thought Prompt,0,0.37937307357788086,2
1,14,openai,0.0,Tree-of-Thought Prompt,1,0.3975560665130615,3
1,15,openai,0.0,Tree-of-Thought Prompt,1,0.4537341594696045,3
1,16,openai,0.0,Tree-of-Thought Prompt,1,0.477114200592041,4
1,17,openai,0.0,Tree-of-Thought Prompt,0,0.403749942779541,1
1,18,openai,0.0,Tree-of-Thought Prompt,1,0.4414980411529541,1
1,19,openai,0.0,Tree-of-Thought Prompt,1,0.5028667449951172,4
1,20,openai,0.0,Tree-of-Thought Prompt,1,0.3708920478820801,1
1,21,openai,0.0,Tree-of-Thought Prompt,1,0.3922450542449951,3
1,22,openai,0.0,Tree-of-Thought Prompt,1,0.391024112701416,2
1,23,openai,0.0,Tree-of-Thought Prompt,1,0.4593641757965088,2
1,24,openai,0.0,Tree-of-Thought Prompt,1,0.39863014221191406,1
1,25,openai,0.0,Tree-of-Thought Prompt,1,0.42534399032592773,3
1,26,openai,0.0,Tree-of-Thought Prompt,1,0.39585304260253906,1
1,27,openai,0.0,Tree-of-Thought Prompt,1,0.5176351070404053,3
1,28,openai,0.0,Tree-of-Thought Prompt,1,0.5113098621368408,3
1,29,openai,0.0,Tree-of-Thought Prompt,1,0.3823511600494385,4
1,30,openai,0.0,Tree-of-Thought Prompt,1,0.5381069183349609,2
1,31,openai,0.0,Tree-of-Thought Prompt,1,0.4081132411956787,4
1,32,openai,0.0,Tree-of-Thought Prompt,1,0.5110900402069092,2
1,33,openai,0.0,Tree-of-Thought Prompt,1,0.5126352310180664,4
1,34,openai,0.0,Tree-of-Thought Prompt,1,0.5107357501983643,1
1,35,openai,0.0,Tree-of-Thought Prompt,1,0.41459083557128906,1
1,36,openai,0.0,Tree-of-Thought Prompt,1,0.40326404571533203,2
1,37,openai,0.0,Tree-of-Thought Prompt,1,2.247936725616455,2
1,38,openai,0.0,Tree-of-Thought Prompt,1,1.064941167831421,4
1,39,openai,0.0,Tree-of-Thought Prompt,1,0.4729022979736328,1
1,40,openai,0.0,Tree-of-Thought Prompt,1,0.6085731983184814,2
1,41,openai,0.0,Tree-of-Thought Prompt,1,0.514625072479248,2
1,42,openai,0.0,Tree-of-Thought Prompt,1,0.4880340099334717,3
1,43,openai,0.0,Tree-of-Thought Prompt,1,0.43015503883361816,2
1,44,openai,0.0,Tree-of-Thought Prompt,1,0.4936356544494629,4
1,45,openai,0.0,Tree-of-Thought Prompt,1,0.5294289588928223,1
1,46,openai,0.0,Tree-of-Thought Prompt,1,0.5108070373535156,1
2,0,openai,0.0,Tree-of-Thought Prompt,1,0.4053680896759033,2
2,1,openai,0.0,Tree-of-Thought Prompt,1,0.41910290718078613,3
2,2,openai,0.0,Tree-of-Thought Prompt,1,0.40042781829833984,3
2,3,openai,0.0,Tree-of-Thought Prompt,1,0.5109319686889648,2
2,4,openai,0.0,Tree-of-Thought Prompt,1,0.9198691844940186,1
2,5,openai,0.0,Tree-of-Thought Prompt,1,0.5111291408538818,4
2,6,openai,0.0,Tree-of-Thought Prompt,1,0.41243791580200195,2
2,7,openai,0.0,Tree-of-Thought Prompt,1,0.5063931941986084,1
2,8,openai,0.0,Tree-of-Thought Prompt,1,0.5114889144897461,4
2,9,openai,0.0,Tree-of-Thought Prompt,1,0.40877699851989746,4
2,10,openai,0.0,Tree-of-Thought Prompt,1,0.42783594131469727,1
2,11,openai,0.0,Tree-of-Thought Prompt,0,0.5653030872344971,1
2,12,openai,0.0,Tree-of-Thought Prompt,1,0.39329981803894043,3
2,13,openai,0.0,Tree-of-Thought Prompt,0,0.506079912185669,2
2,14,openai,0.0,Tree-of-Thought Prompt,1,0.5075230598449707,3
2,15,openai,0.0,Tree-of-Thought Prompt,1,0.5284068584442139,3
2,16,openai,0.0,Tree-of-Thought Prompt,1,0.8618543148040771,4
2,17,openai,0.0,Tree-of-Thought Prompt,0,0.4962501525878906,2
2,18,openai,0.0,Tree-of-Thought Prompt,1,0.5875248908996582,1
2,19,openai,0.0,Tree-of-Thought Prompt,1,0.6034078598022461,4
2,20,openai,0.0,Tree-of-Thought Prompt,1,0.4124000072479248,1
2,21,openai,0.0,Tree-of-Thought Prompt,1,0.4454920291900635,3
2,22,openai,0.0,Tree-of-Thought Prompt,1,0.5093629360198975,2
2,23,openai,0.0,Tree-of-Thought Prompt,1,0.5132119655609131,2
2,24,openai,0.0,Tree-of-Thought Prompt,1,0.5117776393890381,1
2,25,openai,0.0,Tree-of-Thought Prompt,1,0.4278850555419922,3
2,26,openai,0.0,Tree-of-Thought Prompt,1,0.4913327693939209,1
2,27,openai,0.0,Tree-of-Thought Prompt,1,0.512091875076294,3
2,28,openai,0.0,Tree-of-Thought Prompt,1,0.40641307830810547,3
2,29,openai,0.0,Tree-of-Thought Prompt,1,0.4639711380004883,4
2,30,openai,0.0,Tree-of-Thought Prompt,1,0.46099090576171875,2
2,31,openai,0.0,Tree-of-Thought Prompt,1,0.5120382308959961,4
2,32,openai,0.0,Tree-of-Thought Prompt,1,0.4861137866973877,2
2,33,openai,0.0,Tree-of-Thought Prompt,1,0.6328072547912598,4
2,34,openai,0.0,Tree-of-Thought Prompt,1,0.5134949684143066,1
2,35,openai,0.0,Tree-of-Thought Prompt,1,0.41997480392456055,1
2,36,openai,0.0,Tree-of-Thought Prompt,1,0.4992499351501465,2
2,37,openai,0.0,Tree-of-Thought Prompt,1,0.5127050876617432,2
2,38,openai,0.0,Tree-of-Thought Prompt,1,0.5101618766784668,4
2,39,openai,0.0,Tree-of-Thought Prompt,1,0.5107290744781494,1
2,40,openai,0.0,Tree-of-Thought Prompt,1,0.613684892654419,2
2,41,openai,0.0,Tree-of-Thought Prompt,1,0.5108497142791748,2
2,42,openai,0.0,Tree-of-Thought Prompt,1,0.510901927947998,3
2,43,openai,0.0,Tree-of-Thought Prompt,1,0.45126914978027344,2
2,44,openai,0.0,Tree-of-Thought Prompt,1,0.46961474418640137,4
2,45,openai,0.0,Tree-of-Thought Prompt,1,0.4063558578491211,1
2,46,openai,0.0,Tree-of-Thought Prompt,1,0.6144471168518066,1
3,0,openai,0.0,Tree-of-Thought Prompt,1,0.39101290702819824,2
3,1,openai,0.0,Tree-of-Thought Prompt,1,0.728632926940918,3
3,2,openai,0.0,Tree-of-Thought Prompt,1,2.4634509086608887,3
3,3,openai,0.0,Tree-of-Thought Prompt,1,0.4468398094177246,2
3,4,openai,0.0,Tree-of-Thought Prompt,1,0.5702416896820068,1
3,5,openai,0.0,Tree-of-Thought Prompt,1,0.4086167812347412,4
3,6,openai,0.0,Tree-of-Thought Prompt,1,0.5787580013275146,2
3,7,openai,0.0,Tree-of-Thought Prompt,1,0.4421513080596924,1
3,8,openai,0.0,Tree-of-Thought Prompt,1,0.41010594367980957,4
3,9,openai,0.0,Tree-of-Thought Prompt,1,0.5119180679321289,4
3,10,openai,0.0,Tree-of-Thought Prompt,1,0.40799522399902344,1
3,11,openai,0.0,Tree-of-Thought Prompt,0,2.252124071121216,1
3,12,openai,0.0,Tree-of-Thought Prompt,1,0.5103170871734619,3
3,13,openai,0.0,Tree-of-Thought Prompt,0,0.5113799571990967,2
3,14,openai,0.0,Tree-of-Thought Prompt,1,0.39851999282836914,3
3,15,openai,0.0,Tree-of-Thought Prompt,1,0.44499683380126953,3
3,16,openai,0.0,Tree-of-Thought Prompt,1,0.9958322048187256,4
3,17,openai,0.0,Tree-of-Thought Prompt,0,0.3966090679168701,2
3,18,openai,0.0,Tree-of-Thought Prompt,1,1.1596128940582275,1
3,19,openai,0.0,Tree-of-Thought Prompt,1,0.49059104919433594,4
3,20,openai,0.0,Tree-of-Thought Prompt,1,0.511110782623291,1
3,21,openai,0.0,Tree-of-Thought Prompt,1,0.44372987747192383,3
3,22,openai,0.0,Tree-of-Thought Prompt,1,1.1919100284576416,2
3,23,openai,0.0,Tree-of-Thought Prompt,1,0.5081169605255127,2
3,24,openai,0.0,Tree-of-Thought Prompt,1,0.5147745609283447,1
3,25,openai,0.0,Tree-of-Thought Prompt,1,0.7144198417663574,3
3,26,openai,0.0,Tree-of-Thought Prompt,1,0.378856897354126,1
3,27,openai,0.0,Tree-of-Thought Prompt,1,0.4176778793334961,3
3,28,openai,0.0,Tree-of-Thought Prompt,1,0.40004992485046387,3
3,29,openai,0.0,Tree-of-Thought Prompt,1,0.4224710464477539,4
3,30,openai,0.0,Tree-of-Thought Prompt,1,0.4232640266418457,2
3,31,openai,0.0,Tree-of-Thought Prompt,1,0.44848012924194336,4
3,32,openai,0.0,Tree-of-Thought Prompt,1,0.5744109153747559,2
3,33,openai,0.0,Tree-of-Thought Prompt,1,0.40708112716674805,4
3,34,openai,0.0,Tree-of-Thought Prompt,1,0.6136157512664795,1
3,35,openai,0.0,Tree-of-Thought Prompt,1,0.5095410346984863,1
3,36,openai,0.0,Tree-of-Thought Prompt,1,1.024871826171875,2
3,37,openai,0.0,Tree-of-Thought Prompt,1,0.38782310485839844,2
3,38,openai,0.0,Tree-of-Thought Prompt,1,0.43682408332824707,4
3,39,openai,0.0,Tree-of-Thought Prompt,1,0.5995001792907715,1
3,40,openai,0.0,Tree-of-Thought Prompt,1,0.6111259460449219,2
3,41,openai,0.0,Tree-of-Thought Prompt,1,0.4109311103820801,2
3,42,openai,0.0,Tree-of-Thought Prompt,1,0.40755414962768555,3
3,43,openai,0.0,Tree-of-Thought Prompt,1,0.5113542079925537,2
3,44,openai,0.0,Tree-of-Thought Prompt,1,0.5117058753967285,4
3,45,openai,0.0,Tree-of-Thought Prompt,1,0.37336015701293945,1
3,46,openai,0.0,Tree-of-Thought Prompt,1,0.3626410961151123,1
1,0,openai,0.0,Logical Chain-of-Thought Prompt,1,0.37685585021972656,2
1,1,openai,0.0,Logical Chain-of-Thought Prompt,1,0.40879201889038086,3
1,2,openai,0.0,Logical Chain-of-Thought Prompt,1,0.37839794158935547,3
1,3,openai,0.0,Logical Chain-of-Thought Prompt,1,1.1747050285339355,2
1,4,openai,0.0,Logical Chain-of-Thought Prompt,1,0.2854950428009033,1
1,5,openai,0.0,Logical Chain-of-Thought Prompt,1,0.4103829860687256,4
1,6,openai,0.0,Logical Chain-of-Thought Prompt,1,0.40671420097351074,2
1,7,openai,0.0,Logical Chain-of-Thought Prompt,1,0.3066680431365967,1
1,8,openai,0.0,Logical Chain-of-Thought Prompt,1,0.41124415397644043,4
1,9,openai,0.0,Logical Chain-of-Thought Prompt,1,0.30359911918640137,4
1,10,openai,0.0,Logical Chain-of-Thought Prompt,1,0.307873010635376,1
1,11,openai,0.0,Logical Chain-of-Thought Prompt,0,0.5109798908233643,1
1,12,openai,0.0,Logical Chain-of-Thought Prompt,1,0.5107829570770264,3
1,13,openai,0.0,Logical Chain-of-Thought Prompt,0,1.8455100059509277,2
1,14,openai,0.0,Logical Chain-of-Thought Prompt,1,0.30204224586486816,3
1,15,openai,0.0,Logical Chain-of-Thought Prompt,1,0.36333608627319336,3
1,16,openai,0.0,Logical Chain-of-Thought Prompt,1,0.3517920970916748,4
1,17,openai,0.0,Logical Chain-of-Thought Prompt,0,0.306149959564209,2
1,18,openai,0.0,Logical Chain-of-Thought Prompt,1,0.4061868190765381,1
1,19,openai,0.0,Logical Chain-of-Thought Prompt,1,0.413959264755249,4
1,20,openai,0.0,Logical Chain-of-Thought Prompt,1,0.40473484992980957,1
1,21,openai,0.0,Logical Chain-of-Thought Prompt,1,1.9464662075042725,3
1,22,openai,0.0,Logical Chain-of-Thought Prompt,1,0.4067881107330322,2
1,23,openai,0.0,Logical Chain-of-Thought Prompt,1,0.6119461059570312,2
1,24,openai,0.0,Logical Chain-of-Thought Prompt,1,0.6706938743591309,1
1,25,openai,0.0,Logical Chain-of-Thought Prompt,1,0.3040461540222168,3
1,26,openai,0.0,Logical Chain-of-Thought Prompt,1,0.31652402877807617,1
1,27,openai,0.0,Logical Chain-of-Thought Prompt,1,0.4451718330383301,3
1,28,openai,0.0,Logical Chain-of-Thought Prompt,1,0.37401914596557617,3
1,29,openai,0.0,Logical Chain-of-Thought Prompt,1,1.354321002960205,4
1,30,openai,0.0,Logical Chain-of-Thought Prompt,1,0.32625412940979004,2
1,31,openai,0.0,Logical Chain-of-Thought Prompt,1,0.30280399322509766,4
1,32,openai,0.0,Logical Chain-of-Thought Prompt,1,0.3948361873626709,2
1,33,openai,0.0,Logical Chain-of-Thought Prompt,1,0.45732617378234863,4
1,34,openai,0.0,Logical Chain-of-Thought Prompt,1,0.25820493698120117,1
1,35,openai,0.0,Logical Chain-of-Thought Prompt,1,0.3334999084472656,1
1,36,openai,0.0,Logical Chain-of-Thought Prompt,1,0.28836870193481445,2
1,37,openai,0.0,Logical Chain-of-Thought Prompt,1,0.30332207679748535,2
1,38,openai,0.0,Logical Chain-of-Thought Prompt,1,0.6727011203765869,4
1,39,openai,0.0,Logical Chain-of-Thought Prompt,1,0.4100961685180664,1
1,40,openai,0.0,Logical Chain-of-Thought Prompt,1,0.27298665046691895,2
1,41,openai,0.0,Logical Chain-of-Thought Prompt,1,0.25583791732788086,2
1,42,openai,0.0,Logical Chain-of-Thought Prompt,1,0.28179216384887695,3
1,43,openai,0.0,Logical Chain-of-Thought Prompt,1,0.45761728286743164,2
1,44,openai,0.0,Logical Chain-of-Thought Prompt,1,0.4100959300994873,4
1,45,openai,0.0,Logical Chain-of-Thought Prompt,1,0.29071593284606934,1
1,46,openai,0.0,Logical Chain-of-Thought Prompt,1,0.3080310821533203,1
2,0,openai,0.0,Logical Chain-of-Thought Prompt,1,0.3426790237426758,2
2,1,openai,0.0,Logical Chain-of-Thought Prompt,1,0.586057186126709,3
2,2,openai,0.0,Logical Chain-of-Thought Prompt,1,0.30605626106262207,3
2,3,openai,0.0,Logical Chain-of-Thought Prompt,1,0.4101529121398926,2
2,4,openai,0.0,Logical Chain-of-Thought Prompt,1,0.30870485305786133,1
2,5,openai,0.0,Logical Chain-of-Thought Prompt,1,0.40532803535461426,4
2,6,openai,0.0,Logical Chain-of-Thought Prompt,1,0.37505507469177246,2
2,7,openai,0.0,Logical Chain-of-Thought Prompt,1,0.4424617290496826,1
2,8,openai,0.0,Logical Chain-of-Thought Prompt,1,0.30693817138671875,4
2,9,openai,0.0,Logical Chain-of-Thought Prompt,1,0.3175039291381836,4
2,10,openai,0.0,Logical Chain-of-Thought Prompt,1,0.3963618278503418,1
2,11,openai,0.0,Logical Chain-of-Thought Prompt,0,0.40772509574890137,1
2,12,openai,0.0,Logical Chain-of-Thought Prompt,1,0.6122350692749023,3
2,13,openai,0.0,Logical Chain-of-Thought Prompt,0,0.30869078636169434,2
2,14,openai,0.0,Logical Chain-of-Thought Prompt,1,0.41126394271850586,3
2,15,openai,0.0,Logical Chain-of-Thought Prompt,1,0.304689884185791,3
2,16,openai,0.0,Logical Chain-of-Thought Prompt,1,0.30629992485046387,4
2,17,openai,0.0,Logical Chain-of-Thought Prompt,0,0.4077608585357666,2
2,18,openai,0.0,Logical Chain-of-Thought Prompt,1,0.3031320571899414,1
2,19,openai,0.0,Logical Chain-of-Thought Prompt,1,0.3070039749145508,4
2,20,openai,0.0,Logical Chain-of-Thought Prompt,1,0.4128570556640625,1
2,21,openai,0.0,Logical Chain-of-Thought Prompt,1,1.4279670715332031,3
2,22,openai,0.0,Logical Chain-of-Thought Prompt,1,0.37004804611206055,2
2,23,openai,0.0,Logical Chain-of-Thought Prompt,1,0.3479642868041992,2
2,24,openai,0.0,Logical Chain-of-Thought Prompt,1,0.40727806091308594,1
2,25,openai,0.0,Logical Chain-of-Thought Prompt,1,0.307462215423584,3
2,26,openai,0.0,Logical Chain-of-Thought Prompt,1,0.5096440315246582,1
2,27,openai,0.0,Logical Chain-of-Thought Prompt,1,0.6138150691986084,3
2,28,openai,0.0,Logical Chain-of-Thought Prompt,1,0.408221960067749,3
2,29,openai,0.0,Logical Chain-of-Thought Prompt,1,0.30791211128234863,4
2,30,openai,0.0,Logical Chain-of-Thought Prompt,1,0.3365330696105957,2
2,31,openai,0.0,Logical Chain-of-Thought Prompt,1,0.3780529499053955,4
2,32,openai,0.0,Logical Chain-of-Thought Prompt,1,0.31340789794921875,2
2,33,openai,0.0,Logical Chain-of-Thought Prompt,1,0.401993989944458,4
2,34,openai,0.0,Logical Chain-of-Thought Prompt,1,0.5112729072570801,1
2,35,openai,0.0,Logical Chain-of-Thought Prompt,1,0.4437119960784912,1
2,36,openai,0.0,Logical Chain-of-Thought Prompt,1,0.3146359920501709,2
2,37,openai,0.0,Logical Chain-of-Thought Prompt,1,0.36503005027770996,2
2,38,openai,0.0,Logical Chain-of-Thought Prompt,1,0.4097909927368164,4
2,39,openai,0.0,Logical Chain-of-Thought Prompt,1,0.40756797790527344,1
2,40,openai,0.0,Logical Chain-of-Thought Prompt,1,0.5112349987030029,2
2,41,openai,0.0,Logical Chain-of-Thought Prompt,1,0.4109928607940674,2
2,42,openai,0.0,Logical Chain-of-Thought Prompt,1,0.2692270278930664,3
2,43,openai,0.0,Logical Chain-of-Thought Prompt,1,0.23071002960205078,2
2,44,openai,0.0,Logical Chain-of-Thought Prompt,1,0.31473302841186523,4
2,45,openai,0.0,Logical Chain-of-Thought Prompt,1,0.306793212890625,1
2,46,openai,0.0,Logical Chain-of-Thought Prompt,1,0.41009092330932617,1
3,0,openai,0.0,Logical Chain-of-Thought Prompt,1,0.4063429832458496,2
3,1,openai,0.0,Logical Chain-of-Thought Prompt,1,0.3490729331970215,3
3,2,openai,0.0,Logical Chain-of-Thought Prompt,1,0.4178750514984131,3
3,3,openai,0.0,Logical Chain-of-Thought Prompt,1,0.36780381202697754,2
3,4,openai,0.0,Logical Chain-of-Thought Prompt,1,0.3000600337982178,1
3,5,openai,0.0,Logical Chain-of-Thought Prompt,1,0.3682718276977539,4
3,6,openai,0.0,Logical Chain-of-Thought Prompt,1,0.33977794647216797,2
3,7,openai,0.0,Logical Chain-of-Thought Prompt,1,0.4087522029876709,1
3,8,openai,0.0,Logical Chain-of-Thought Prompt,1,0.40969228744506836,4
